antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'22699'}),frozenset({'22698'}),0.04254278728606357,0.030209182287421896,0.0236892148872589,0.5568326947637293,18.432564293392875,1.0,0.02240403207111919,2.188317608844233,0.9877707077995709,0.48283499446290146,0.5430279425808975,0.6705026783171164
frozenset({'22698'}),frozenset({'22699'}),0.030209182287421896,0.04254278728606357,0.0236892148872589,0.7841726618705036,18.432564293392872,1.0,0.02240403207111919,4.436218418907906,0.9752084381670703,0.48283499446290146,0.7745827852529009,0.6705026783171164
frozenset({'22727'}),frozenset({'22726'}),0.04765009508285792,0.04286878565607172,0.028796522684053246,0.6043329532497149,14.097272502612173,1.0,0.026753820971454772,2.419031916367796,0.9755493097835914,0.46654929577464793,0.5866114898138625,0.6380346642040717
frozenset({'22726'}),frozenset({'22727'}),0.04286878565607172,0.04765009508285792,0.028796522684053246,0.6717363751584284,14.097272502612173,1.0,0.026753820971454772,2.9011740346703676,0.9706759935221838,0.46654929577464793,0.6553119571423366,0.6380346642040717
frozenset({'22727'}),frozenset({'22728'}),0.04765009508285792,0.03330616680249932,0.021515892420537898,0.451539338654504,13.557229246225361,1.0,0.01992885040555328,1.7625581948320335,0.9725822522348081,0.36197440585009144,0.432642846669073,0.5487713006486223
frozenset({'22728'}),frozenset({'22727'}),0.03330616680249932,0.04765009508285792,0.021515892420537898,0.6460032626427407,13.557229246225361,1.0,0.01992885040555328,2.6902787636599457,0.9581509508302449,0.36197440585009144,0.628291308132111,0.5487713006486223
frozenset({'23203'}),frozenset({'23202'}),0.05867970660146699,0.041945123607715296,0.0232545503939147,0.3962962962962963,9.447970639032816,1.0,0.0207932228472517,1.5869620651896743,0.9498968321398229,0.300561797752809,0.3698652148433808,0.4753502206870083
frozenset({'23202'}),frozenset({'23203'}),0.041945123607715296,0.05867970660146699,0.0232545503939147,0.5544041450777202,9.447970639032814,1.0,0.0207932228472517,2.1124978677432193,0.9333047477356339,0.300561797752809,0.5266267411345131,0.4753502206870083
frozenset({'23209'}),frozenset({'23203'}),0.05465906003803314,0.05867970660146699,0.024069546318935073,0.4403578528827038,7.504431742876077,1.0,0.02086216871279132,1.6820039345629203,0.9168601189684625,0.2696287279367012,0.40547106968578145,0.4252715190339445
frozenset({'23203'}),frozenset({'23209'}),0.05867970660146699,0.05465906003803314,0.024069546318935073,0.4101851851851852,7.504431742876077,1.0,0.02086216871279132,1.6027758479731935,0.9207762891735805,0.2696287279367012,0.37608243768798977,0.4252715190339445
frozenset({'23203'}),frozenset({'85099B'}),0.05867970660146699,0.08693289866883999,0.025427872860635695,0.4333333333333333,4.9846875,1.0,0.020326675872733103,1.611294884702047,0.8492174492174492,0.21157323688969257,0.3793811365664981,0.36291666666666667
frozenset({'23206'}),frozenset({'23209'}),0.04705243140450965,0.05465906003803314,0.020646563433849498,0.4387990762124711,8.027929421163549,1.0,0.01807472176077497,1.684496407421941,0.9186600688390685,0.25469168900804284,0.4063507671527404,0.4082663373110069
frozenset({'23209'}),frozenset({'23206'}),0.05465906003803314,0.04705243140450965,0.020646563433849498,0.37773359840954274,8.027929421163549,1.0,0.01807472176077497,1.5314141437812512,0.9260520114586138,0.25469168900804284,0.34700877351773957,0.4082663373110069
frozenset({'23298'}),frozenset({'47566'}),0.05482205922303722,0.07497962510187449,0.021135560988861723,0.3855302279484638,5.141799887964838,1.0,0.01702502354100563,1.5053960617293687,0.8522369590030742,0.1945,0.3357229865134494,0.33370714295973913
frozenset({'23300'}),frozenset({'23301'}),0.03450149415919587,0.041075794621026895,0.02515620755229557,0.7291338582677165,17.750937382827146,1.0,0.023739031264093883,3.540214362881673,0.9773862322865607,0.49892241379310337,0.7175312290451199,0.6707838603507894
frozenset({'23301'}),frozenset({'23300'}),0.041075794621026895,0.03450149415919587,0.02515620755229557,0.6124338624338624,17.750937382827146,1.0,0.023739031264093883,2.491183858073884,0.9840871067897434,0.49892241379310337,0.5985844253289385,0.6707838603507894
frozenset({'82482'}),frozenset({'82494L'}),0.0475957620211899,0.04406411301276827,0.025427872860635695,0.5342465753424657,12.12430113338851,1.0,0.02333060782400516,2.0524505808843503,0.9633735158294459,0.3839212469237079,0.5127775502545232,0.555655963380234
frozenset({'82494L'}),frozenset({'82482'}),0.04406411301276827,0.0475957620211899,0.025427872860635695,0.5770653514180024,12.124301133388508,1.0,0.02333060782400516,2.251894568515495,0.9598143889379537,0.3839212469237079,0.5559294764589158,0.555655963380234
frozenset({'85099F'}),frozenset({'85099B'}),0.035533822330888344,0.08693289866883999,0.022493887530562348,0.6330275229357799,7.281794724770643,1.0,0.01940482935455467,2.4881078511274115,0.8944546092116468,0.22500000000000003,0.5980881618347533,0.4458887614678899
"frozenset({'22697', '22698'})",frozenset({'22699'}),0.024993208367291495,0.04254278728606357,0.021189894050529748,0.8478260869565218,19.928785607196406,1.0,0.0201266133033638,6.2918616835487295,0.9741689349936771,0.4572098475967175,0.8410645290225164,0.6729551890721307
"frozenset({'22697', '22699'})",frozenset({'22698'}),0.02939418636240152,0.030209182287421896,0.021189894050529748,0.7208872458410351,23.863183021050812,1.0,0.02030191971651751,3.474548558824535,0.9871097293511087,0.5516265912305516,0.7121928264723095,0.7111630473809492
"frozenset({'22699', '22698'})",frozenset({'22697'}),0.0236892148872589,0.03754414561260527,0.021189894050529748,0.8944954128440367,23.825163637329222,1.0,0.020300502717354202,9.122407663324,0.9812731613276997,0.5291723202170963,0.8903798167209268,0.7294474169864178
frozenset({'22697'}),"frozenset({'22699', '22698'})",0.03754414561260527,0.0236892148872589,0.021189894050529748,0.5643994211287988,23.825163637329222,1.0,0.020300502717354202,2.2412981811059933,0.9953989745905745,0.5291723202170963,0.5538300042225801,0.7294474169864178
frozenset({'22698'}),"frozenset({'22697', '22699'})",0.030209182287421896,0.02939418636240152,0.021189894050529748,0.7014388489208633,23.863183021050812,1.0,0.02030191971651751,3.2509447733885826,0.9879392797987677,0.5516265912305516,0.6923971123146265,0.7111630473809492
frozenset({'22699'}),"frozenset({'22697', '22698'})",0.04254278728606357,0.024993208367291495,0.021189894050529748,0.4980842911877395,19.928785607196406,1.0,0.0201266133033638,1.9425707833292896,0.9920248291034808,0.4572098475967175,0.4852182434834408,0.6729551890721307
