InvoiceNo,CustomerID,Customer basket,Recommended Product,Product description,Probability,Price estimation
536520,14729.0,"['21794', '21122', '22575', '22470', '22604', '22904', '22096', '22653', '21985', '21123', '22583', '22107', '84378', '22632', '71406C', '21175', '22557', '22092', '22152', '22553', '21584', '21124', '22926', '22938', '21588', '84985A', '22921', '21930', '22582', '21890', '22151', '20772', '22197', '22906', '20707', '22633', '22754', '22918', '22919', '22643', '22551', '22588', '22917', '21111', '21292', '21486', '21427', '22642', '22956', '22241', '22812', '22670', '22760', '22441', '22501', '22920', '22916', '84596E', '21358', '22955', '85123A', '22099', '21804', '22469', '22905', '22100', '21867', '20754', '21034']",0,Null,0.0,0.0
536521,12748.0,['22854'],0,Null,0.0,0.0
536522,15012.0,"['84836', '21122', '85099B', '22749', '22338', '85035B', '22776', '22107', '47599A', '22632', '21810', '21098', '84563A', '21124', '20972', '84997D', '21121', '22907', '84968C', '85231G', '22151', '85231B', '47504H', '21931', '21742', '37370', '22566', '22449', '21326', '84997C', '21192', '20914', '72800B', '22569', '22865', '22941', '22481', '22739', '47599B', '21041', '21190', '84969', '22866', '21664', '21197', '85014A']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
536523,12868.0,"['21485', '22943', '22294', '22969', '22149', '22219', '22111', '22468', '22217', '22227', '21259', '22699']",22697,GREEN REGENCY TEACUP AND SAUCER,0.6909323116219668,2.0382503192848023
536524,17572.0,"['21107', '21111', '22697', '21106']",22699,ROSES REGENCY TEACUP AND SAUCER ,0.7829232995658465,2.3096237337192473
536525,14078.0,"['15044B', '22548', '21324', '21826', '22149', '20750', '22423', '21791', '20974', '20973', '22428', '17164B', '22429']",0,Null,0.0,0.0
536526,14001.0,"['22626', '85099B', '22113', '22173', '22625', '21929', '21135', '22624', '22411']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
536527,12662.0,"['22837', '22243', '22242', '22969', '22549', '84945', '20712', '84569B', '22809', '20713', '47421', '22244', '84347', '22973']",0,Null,0.0,0.0
536528,15525.0,"['22815', '21992', '22454', '22568', '22968', '85049A', '22900', '85049E', '22423', '22743', '85114B', '22584', '22616', '22963', '22938', '85114C', '84985A', '22635', '22839', '22585', '22961', '21587', '22453', '22911', '22960', '22128', '22634', '22813', '22077', '21731', '22744', '22411', '22326', '22812', '22865', '22082', '22867', '22130', '22974', '22445', '22607', '22570', '21452', '22910']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
536529,14237.0,"['22222', '72598', '22947', '22164', '22487', '21258', '21743', '22627', '22187']",0,Null,0.0,0.0
536530,17905.0,"['22097', '21625', '21657', '22423', '21038', '21662', '22943', '22185', '22120', '85104', '21654', '22364', '22360', '22699', '22411', '82552', '22783', '22941', '21179', '21664', '21658', '21071']",22697,GREEN REGENCY TEACUP AND SAUCER,0.6909323116219668,2.0382503192848023
536531,15485.0,"['22704', '15056BL', '22192', '22049', '15056N', '22726', '21498', '22191', '20679', '22819', '22727', '22086', '21506', '22688', '22193', '21519', '21497', '22768', '22194', '22730', '21333', '22910']",0,Null,0.0,0.0
536532,12433.0,"['22531', '22540', '22534', '22543', '22615', '22567', '22554', '21212', '22547', '22632', '84692', '21260', '22092', '22557', '22198', '22553', '21156', '21983', '22544', '22963', '22114', '21213', '22489', '22961', '84050', '22315', '22558', '21166', '21786', '22555', '21874', '22197', '22614', '21873', '21967', '22665', '22494', '21506', '22666', '82600', '22551', '21080', '84991', '22444', '21520', '22556', '22094', '21733', '21870', '22956', '21984', '22716', '22899', '22865', '22966', '85152', '20685', '21981', '22095', '22561', '21982', '21980', '21977', '85150', '22866', '84375', '84992', '22667', '22539', '22962', '22530', '22842', '22814']",85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.6730486008836524,1.7162739322533134
536533,16955.0,"['21843', '22740', '22797', '22825', '22680', '20754']",0,Null,0.0,0.0
536534,15350.0,"['22865', '22867', '22112', '22866', '22834']",0,Null,0.0,0.0
536535,15605.0,"['21485', '22943', '22119', '20685', '21156', '22121', '22219', '22118', '48194', '22311', '21523', '22418']",0,Null,0.0,0.0
536536,18144.0,"['21485', '84879', '72817']",0,Null,0.0,0.0
536537,15922.0,"['22798', '22801', '22277', '22781', '21688', '21694', '22333', '22183', '22423', '20867', '22800']",0,Null,0.0,0.0
536538,14594.0,"['21471', '21469', '22457', '22470', '22752', '22583', '84944', '22601', '21467', '22088', '22574', '22584', '22573', '37343', '22195', '85199S', '22086', '84949', '21466', '21523', '21524', '21690', '21143', '22600', '48129', '22791', '22603', '22173', '22469', '85199L', '22910']",0,Null,0.0,0.0
536539,15165.0,"['22969', '20902', '48184', '21625', '22554', '22423', '21743', '48138', '21429', '22632', '22379', '22557', '22114', '82486', '21481', '84030E', '22171', '22807', '22326', '48129', '85019A', '22867', '85067', '37495', '85019C', '72741', '22173']",0,Null,0.0,0.0
536540,14911.0,"['22493', '21579', '85071C', '22968', '22147', '85136C', '21056', '22622', '21889', '21576', '21833', '85136A', '22150', '21891', '85135B', '21055', '22492', '22355', '85071A']",0,Null,0.0,0.0
536541,14911.0,['21915'],0,Null,0.0,0.0
536542,16456.0,"['85099F', '85099B', '21931', '22382', '22383', '20712', '85099C', '20711', '20713', '85123A', '21930', '20727', '21928', '22411', '22386', '22379']",20725,LUNCH BAG RED RETROSPOT,0.4726720647773279,0.7799089068825911
536551,17346.0,"['22659', '22466', '22900', '22663', '84970L', '84970S', '22557', '22482', '22895', '22555', '84949', '22111', '22112', '22551', '21326', '22629', '20914', '22835', '21917', '22480', '22174', '22837', '21592', '22481', '21916', '22310', '22625', '22713', '79144B']",22630,DOLLY GIRL LUNCH BOX,0.6022727272727273,1.1744318181818183
536556,17643.0,"['21843', '22599', '21922', '35961', '22694', '22336', '22597', '20749']",0,Null,0.0,0.0
536557,17841.0,"['21485', '21363', '46000R', '22568', '22470', '22468', '22451', '84685', '22694', '79321', '22678', '21670', '20963', '20749', '84508A', '21495', '22785', '21098', '22553', '20972', '85232B', '22114', '22278', '21258', '21935', '84029G', '22041', '79066K', '22755', '20668', '22666', '22471', '22111', '22112', '21672', '21486', '20616', '22795', '22835', '21259', '85064', '82484', '22837', '22731', '22941', '22794', '22592', '22953', '22686', '84352', '22212', '22173', '21041', '22753', '22570', '22786', '46000S', '84920', '22730', '22667', '21479', '84029E']",22469,HEART OF WICKER SMALL,0.5081148564294632,0.7367665418227216
536559,17873.0,"['84884A', '22953', '22366', '51014L', '51014A', '22876', '51014C']",0,Null,0.0,0.0
536560,13093.0,"['48129', '22665', '22652', '20685', '48111', '22402', '22400', '79321', '22418', '22960', '22846', '22399', '22847']",0,Null,0.0,0.0
536561,12921.0,"['22865', '22750', '22780', '22867', '20972', '22466', '22745', '22632', '22551', '22274', '22866', '22748', '22318', '21731', '22779']",0,Null,0.0,0.0
536562,13468.0,"['37446', '79302M', '20685', '21181', '22752', '48185', '72741', '21232', '48194', '22314', '21609', '22423', '21777', '37449', '84509B', '22313', '21231', '22187']",0,Null,0.0,0.0
536563,17760.0,"['22798', '22964', '22909', '22941', '22976', '85199S', '21818', '22800', '21452']",0,Null,0.0,0.0
536564,13468.0,"['37446', '37449']",0,Null,0.0,0.0
536566,16928.0,"['22805', '22774', '22772', '22771', '21668', '22773']",0,Null,0.0,0.0
536567,16048.0,"['22865', '22867', '22632', '22866', '22646', '22645', '21231']",0,Null,0.0,0.0
536568,16048.0,['22915'],0,Null,0.0,0.0
536569,16274.0,"['22572', '22659', '21591', '22816', '22945', '21147', '21810', '22638', '22573', '21808', '22639', '22616', '22738', '85232B', '21818', '22640', '22635', '84870B', '22579', '21817', '21813', '22946', '22622', '21340', '21587', '21462', '22494', '22086', '22767', '22750', '22171', '22121', '22113', '22111', '22818', '21191', '22825', '22571', '21809', '21823', '22581', '22641', '22576', '22428', '22496', '22119', '21761', '22941', '22731', '22660', '22130', '22603', '21018', '21811', '22739', '22765', '21014', '21351', '21804', '21871', '84870C', '21071', '22713']",22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.4602040816326531,1.1735204081632653
536570,14496.0,"['84836', '22457', '22113', '21781', '22835']",0,Null,0.0,0.0
536571,14696.0,"['22696', '35957', '35598D', '21352', '85048', '84360', '84760S', '85045', '85099C', '84754', '85032D', '35954', '72816', '22444', '35598B', '22952', '22065', '21790']",0,Null,0.0,0.0
536572,16539.0,"['22696', '21754', '22578', '22577', '22855', '22574', '22589', '21810', '22595', '22573', '21817', '22121', '22594', '21523', '22119', '22695', '21811', '22469', '21756', '22593', '22579']",22470,HEART OF WICKER LARGE,0.4235171696149844,1.0799687825182103
536573,17025.0,"['22178', '22791', '84755', '84970L']",0,Null,0.0,0.0
536574,17025.0,['21756'],0,Null,0.0,0.0
536575,13777.0,"['15056P', '85099B', '21107', '22095', '21232', '85123A', '84050', '21864']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
536576,13777.0,"['85038', '85099B', '21156', '15056N', '21107', '22095', '82615', '35004C', '20971', '85123A', '84050', '20727', '22041', '85174', '21354', '84029E']",22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
536577,13777.0,"['22646', '20725', '21232', '22147']",22384,LUNCH BAG PINK POLKADOT,0.40574088440651673,0.6694724592707526
536578,17690.0,"['22837', '22834', '22865', '22729', '22866', '22726', '21484', '22728']",22727,ALARM CLOCK BAKELIKE RED ,0.6717363751584284,2.5190114068441067
536579,13777.0,"['21232', '20727']",20725,LUNCH BAG RED RETROSPOT,0.4914448669201521,0.810884030418251
536580,17690.0,"['22975', '22966', '22974', '22965', '22988', '22972']",0,Null,0.0,0.0
536581,13777.0,['85099B'],22386,JUMBO BAG PINK POLKADOT,0.34125,0.6654375
536582,12947.0,"['22634', '22650', '22534', '21479', '22637', '22635', '21365', '21374', '84031A', '21672', '21481', '21509', '22025', '22771', '84032A', '22530', '21668']",0,Null,0.0,0.0
536583,13777.0,['21156'],0,Null,0.0,0.0
536584,13777.0,['84029E'],0,Null,0.0,0.0
536585,17460.0,['37449'],0,Null,0.0,0.0
536586,18229.0,"['22728', '22729', '22725', '22726', '22730', '22848', '22846']",22727,ALARM CLOCK BAKELIKE RED ,0.6460032626427407,2.4225122349102777
536587,14142.0,"['22531', '22540', '22466', '22752', '37448', '22743', '21098', '22114', '21790', '22548', '22421', '22449', '21108', '22646', '22744', '21986', '22867', '16237', '17003', '21232', '21982', '22355']",0,Null,0.0,0.0
536588,17069.0,"['84997D', '22666', '22963', '84997B', '84997C', '22667', '22961', '21777', '84997A', '22962', '22960']",0,Null,0.0,0.0
536590,13065.0,"['22457', '22794', '22969', '21136', '22030', '21340', '22112', '22114', '21055', '85123A', '22622', '22776', '21166', '71477']",0,Null,0.0,0.0
536591,14606.0,"['21035', '22260', '20780', '90214V', '21985', '21629', '22476', '90214J', '20768', '22135', '90214S', '21484', '22386', '22379', '47591B', '22497', '21620', '90214M', '22357', '21488', '22136', '21888', '21398', '22321', '21789', '22121', '20978', '22378', '21427', '21643', '72807C', '85064', '21238', '22081', '51014C', '72741', '21041', '20750', '37449', '21850']",85099B,JUMBO BAG RED RETROSPOT,0.6268656716417911,1.0343283582089553
536593,16835.0,"['22222', '22366', '21472', '21524', '22519']",0,Null,0.0,0.0
536594,15235.0,"['22804', '22113', '85123A', '21733', '84970L']",0,Null,0.0,0.0
536595,13576.0,"['21137', '21577', '22121', '21877', '22694', '21756', '22041', '21705', '20765', '22524', '20679']",0,Null,0.0,0.0
536597,18011.0,"['21709', '84744', '22583', '21704', '20682', '22909', '72803A', '40001', '22086', '22197', '22220', '85034A', '22384', '21380', '72802C', '21705', '20755', '21703', '20726', '21221', '22731', '35271S', '72818', '72798C', '21739', '85035C', '22952', '22910']",20725,LUNCH BAG RED RETROSPOT,0.5617615467239527,0.926906552094522
536598,13090.0,"['22178', '21422', '22617', '21421']",0,Null,0.0,0.0
536599,15694.0,"['22727', '21056', '22968', '84945', '22726', '20749']",0,Null,0.0,0.0
536600,17850.0,"['22752', '22411', '82486', '82483', '22803', '21730', '84029G', '85123A', '71053', '82482', '82494L', '84029E']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
536601,17850.0,"['22632', '22633']",0,Null,0.0,0.0
536602,17850.0,"['21068', '37370', '22752', '82483', '21730', '84029G', '85123A', '21871', '71053', '21071', '22411', '84029E']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
536603,17850.0,"['22632', '22633']",0,Null,0.0,0.0
536604,14741.0,"['84970S', '22457', '22792', '72741', '84832', '22189', '22961', '85231B', '22863']",0,Null,0.0,0.0
536605,13715.0,"['21042', '20966', '21364', '21181', '22219', '22111', '22271', '22272', '22273', '22274', '22109', '20963', '22107', '47567B', '21172']",0,Null,0.0,0.0
536607,17732.0,"['84879', '72760B', '85099B', '22457', '21754', '22114', '22624', '22507', '21481', '85123A', '22423', '22602', '21756', '22365', '21733', '21955', '22386', '22804']",0,Null,0.0,0.0
536608,12855.0,"['22962', '22963', '22863']",0,Null,0.0,0.0
536609,17850.0,"['84406B', '21068', '37370', '22752', '22411', '82486', '82483', '21730', '84029G', '85123A', '21871', '71053', '82482', '21071', '82494L', '84029E']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
536610,17850.0,"['22632', '22633']",0,Null,0.0,0.0
536611,15752.0,"['22865', '22633', '62096A', '22549', '21272', '21915', '82580', '84031A', '22866', '85071D', '84032A', '21889', '22632', '21790']",0,Null,0.0,0.0
536612,17850.0,"['84406B', '21068', '37370', '22411', '82486', '82483', '21730', '84029G', '85123A', '21871', '71053', '82482', '21071', '82494L', '84029E']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
536613,17855.0,"['22652', '84836', '22619', '22044', '22149', '22037', '22544', '22818', '22736', '22029', '22945', '21791', '21360', '21918', '22910', '22620', '21790']",22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.6470588235294118,1.65
536614,17850.0,"['22632', '22633']",0,Null,0.0,0.0
536615,14047.0,"['22634', '22837', '22467', '22618', '22367', '22781', '22752', '21754', '22898', '22120', '84077', '84792']",0,Null,0.0,0.0
536616,17925.0,['21137'],0,Null,0.0,0.0
536617,13941.0,"['20893', '21356', '21125', '79302M', '85175', '72741', '22179', '79321', '21743', '21354', '85116']",0,Null,0.0,0.0
536618,17017.0,"['22434', '22466', '21915', '21791', '20975', '22943', '22909', '22198', '84077', '22555', '22197', '22551', '22556', '22440', '21592', '22564', '84375', '22418', '21914', '22952', '22910']",22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.6470588235294118,1.65
536619,17017.0,"['22960', '22961']",0,Null,0.0,0.0
536620,14135.0,"['21060', '22965', '85049E', '21719', '21212', '84826', '22743', '21883', '21062', '22943', '85049G', '21724', '21328', '21881', '22961', '21722', '21880', '21061', '84991', '22744', '21977', '21058', '21215']",0,Null,0.0,0.0
536621,13108.0,"['22549', '22752', '22561', '22422', '22492', '21791', '22536', '22491', '10135', '21790']",0,Null,0.0,0.0
536623,15601.0,"['22815', '22431', '22460', '22718', '48185', '22774', '22717', '21669', '21670', '21355', '21070', '84970L', '22775', '84755', '21069', '82486', '22772', '22697', '22972', '22712', '22771', '22029', '48187', '22983', '22433', '21506', '22028', '84674', '21519', '82483', '21672', '21520', '21071', '21673', '22432', '21068', '22037', '22974', '22023', '72818', '22419', '22027', '22245', '21518', '21756', '21671', '82494L', '22030']",22699,ROSES REGENCY TEACUP AND SAUCER ,0.7829232995658465,2.3096237337192473
536624,13418.0,"['22568', '21915', '22725', '21212', '22676', '22925', '21843', '21584', '22926', '21588', '22726', '22927', '22727', '22672', '20914', '22699', '22569', '22549', '22109', '22570', '22730', '21914']",22697,GREEN REGENCY TEACUP AND SAUCER,0.6909323116219668,2.0382503192848023
536626,13418.0,['22965'],0,Null,0.0,0.0
536627,15658.0,"['22941', '22926', '21755', '22928', '22778', '22777', '22961', '22423', '22697', '21756', '22776', '22699', '22927', '22783']",0,Null,0.0,0.0
536628,17850.0,"['84406B', '21068', '37370', '22752', '22411', '82486', '82483', '21730', '84029G', '85123A', '21871', '71053', '82482', '21071', '82494L', '84029E']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
536629,17850.0,"['22632', '22633']",0,Null,0.0,0.0
536630,17850.0,"['84406B', '21068', '37370', '22752', '22411', '82486', '82483', '21730', '84029G', '85123A', '21871', '71053', '82482', '21071', '82494L', '84029E']",85099B,JUMBO BAG RED RETROSPOT,0.5012658227848101,0.8270886075949366
536631,17850.0,"['22632', '22633']",0,Null,0.0,0.0
536632,14388.0,"['21485', '22924', '85099B', '22923', '21484', '22386', '21843', '22964', '22961', '79066K', '21931', '37370', '22477', '22111', '21217', '22988', '22812', '22837', '22739', '21875', '21479']",0,Null,0.0,0.0
